|dates|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|44.0|0|0.0|0|0.0|0
0|2020-05-18|44.0|0|0.0|0|0.0|0
0|2020-05-19|45.0|0|0.0|0|0.0|0
0|2020-05-20|45.0|0|0.0|0|0.0|0
0|2020-05-21|48.0|0|0.0|0|0.0|0
0|2020-05-22|48.0|0|0.0|0|0.0|0
0|2020-05-23|48.0|0|0.0|0|0.0|0
