|dates|Barber_Kansas_UnitedStates.JHU_ConfirmedCases.data|Barber_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Barber_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Barber_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Barber_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Barber_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
