|dates|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.data|Marion_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|117.0|0|11.0|0|0.0|0
0|2020-05-28|117.0|0|11.0|0|0.0|0
0|2020-05-29|117.0|0|11.0|0|0.0|0
0|2020-05-30|117.0|0|11.0|0|0.0|0
