|dates|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.data|Howard_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Howard_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Howard_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|258.0|0|10.0|0|0.0|0
0|2020-05-15|262.0|0|11.0|0|0.0|0
0|2020-05-16|262.0|0|11.0|0|0.0|0
