|dates|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|FallRiver_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
