|dates|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Edmonson_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|56.0|0|9.0|0|0.0|0
0|2020-05-28|56.0|0|9.0|0|0.0|0
0|2020-05-29|56.0|0|9.0|0|0.0|0
0|2020-05-30|56.0|0|9.0|0|0.0|0
