|dates|Crook_Oregon_UnitedStates.JHU_ConfirmedCases.data|Crook_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Crook_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Crook_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Crook_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Crook_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|6.0|0|0.0|0|0.0|0
0|2020-05-28|6.0|0|0.0|0|0.0|0
0|2020-05-29|6.0|0|0.0|0|0.0|0
0|2020-05-30|6.0|0|0.0|0|0.0|0
