|dates|Tooele_Utah_UnitedStates.JHU_ConfirmedCases.data|Tooele_Utah_UnitedStates.JHU_ConfirmedCases.missing|Tooele_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Tooele_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Tooele_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Tooele_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|115.0|0|0.0|0|0.0|0
0|2020-05-28|115.0|0|0.0|0|0.0|0
0|2020-05-29|115.0|0|0.0|0|0.0|0
0|2020-05-30|115.0|0|0.0|0|0.0|0
