|dates|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|31.0|0|4.0|0|0.0|0
0|2020-05-15|28.0|0|3.0|0|0.0|0
0|2020-05-16|28.0|0|3.0|0|0.0|0
