|dates|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|108.0|0|7.0|0|0.0|0
0|2020-05-18|108.0|0|7.0|0|0.0|0
0|2020-05-19|110.0|0|7.0|0|0.0|0
0|2020-05-20|110.0|0|7.0|0|0.0|0
0|2020-05-21|112.0|0|7.0|0|0.0|0
0|2020-05-22|115.0|0|7.0|0|0.0|0
0|2020-05-23|115.0|0|7.0|0|0.0|0
