|dates|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cross_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|35.0|0|0.0|0|0.0|0
0|2020-05-18|36.0|0|0.0|0|0.0|0
0|2020-05-19|39.0|0|0.0|0|0.0|0
0|2020-05-20|40.0|0|0.0|0|0.0|0
0|2020-05-21|41.0|0|0.0|0|0.0|0
0|2020-05-22|42.0|0|0.0|0|0.0|0
0|2020-05-23|42.0|0|0.0|0|0.0|0
