|dates|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|86.0|0|2.0|0|0.0|0
0|2020-05-15|86.0|0|2.0|0|0.0|0
0|2020-05-16|86.0|0|2.0|0|0.0|0
