|dates|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Fredericksburg_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|135.0|0|0.0|0|0.0|0
0|2020-05-28|135.0|0|0.0|0|0.0|0
0|2020-05-29|135.0|0|0.0|0|0.0|0
0|2020-05-30|135.0|0|0.0|0|0.0|0
