|dates|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.data|Otero_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Otero_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Otero_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|15.0|0|1.0|0|0.0|0
0|2020-05-28|15.0|0|1.0|0|0.0|0
0|2020-05-29|15.0|0|1.0|0|0.0|0
0|2020-05-30|15.0|0|1.0|0|0.0|0
