|dates|Wayne_NewYork_UnitedStates.JHU_ConfirmedCases.data|Wayne_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Wayne_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|96.0|0|2.0|0|0.0|0
0|2020-05-18|97.0|0|2.0|0|0.0|0
0|2020-05-19|98.0|0|3.0|0|0.0|0
0|2020-05-20|103.0|0|3.0|0|0.0|0
0|2020-05-21|103.0|0|3.0|0|0.0|0
0|2020-05-22|104.0|0|3.0|0|0.0|0
0|2020-05-23|104.0|0|3.0|0|0.0|0
