|dates|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Roosevelt_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|0.0|0|0.0|0
0|2020-05-18|27.0|0|0.0|0|0.0|0
0|2020-05-19|27.0|0|0.0|0|0.0|0
0|2020-05-20|27.0|0|0.0|0|0.0|0
0|2020-05-21|26.0|0|0.0|0|0.0|0
0|2020-05-22|31.0|0|0.0|0|0.0|0
0|2020-05-23|31.0|0|0.0|0|0.0|0
