|dates|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Wabash_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|71.0|0|2.0|0|0.0|0
0|2020-05-18|71.0|0|2.0|0|0.0|0
0|2020-05-19|71.0|0|2.0|0|0.0|0
0|2020-05-20|71.0|0|2.0|0|0.0|0
0|2020-05-21|71.0|0|2.0|0|0.0|0
0|2020-05-22|71.0|0|2.0|0|0.0|0
0|2020-05-23|71.0|0|2.0|0|0.0|0
