|dates|Scurry_Texas_UnitedStates.JHU_ConfirmedCases.data|Scurry_Texas_UnitedStates.JHU_ConfirmedCases.missing|Scurry_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Scurry_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Scurry_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Scurry_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|2.0|0|0.0|0|0.0|0
0|2020-05-15|2.0|0|0.0|0|0.0|0
0|2020-05-16|2.0|0|0.0|0|0.0|0
