|dates|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Wyoming_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|33.0|0|7.0|0|0.0|0
0|2020-05-28|33.0|0|7.0|0|0.0|0
0|2020-05-29|33.0|0|7.0|0|0.0|0
0|2020-05-30|33.0|0|7.0|0|0.0|0
