|dates|Madison_Virginia_UnitedStates.JHU_ConfirmedCases.data|Madison_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Madison_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|38.0|0|1.0|0|0.0|0
0|2020-05-28|38.0|0|1.0|0|0.0|0
0|2020-05-29|38.0|0|1.0|0|0.0|0
0|2020-05-30|38.0|0|1.0|0|0.0|0
