|dates|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Belmont_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|403.0|0|12.0|0|0.0|0
0|2020-05-28|403.0|0|12.0|0|0.0|0
0|2020-05-29|403.0|0|12.0|0|0.0|0
0|2020-05-30|403.0|0|12.0|0|0.0|0
