|dates|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Guernsey_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|31.0|0|0.0|0|0.0|0
0|2020-05-25|31.0|0|0.0|0|0.0|0
0|2020-05-26|31.0|0|0.0|0|0.0|0
