|dates|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Gates_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|12.0|0|0.0|0|0.0|0
0|2020-05-15|13.0|0|0.0|0|0.0|0
0|2020-05-16|13.0|0|0.0|0|0.0|0
