|dates|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|38.0|0|0.0|0|0.0|0
0|2020-05-18|38.0|0|1.0|0|0.0|0
0|2020-05-19|38.0|0|1.0|0|0.0|0
0|2020-05-20|39.0|0|1.0|0|0.0|0
0|2020-05-21|44.0|0|1.0|0|0.0|0
0|2020-05-22|46.0|0|1.0|0|0.0|0
0|2020-05-23|46.0|0|1.0|0|0.0|0
