|dates|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.data|Orange_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Orange_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Orange_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10292.0|0|443.0|0|0.0|0
0|2020-05-28|10292.0|0|443.0|0|0.0|0
0|2020-05-29|10292.0|0|443.0|0|0.0|0
0|2020-05-30|10292.0|0|443.0|0|0.0|0
