|dates|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4227.0|0|150.0|0|0.0|0
0|2020-05-15|4330.0|0|156.0|0|0.0|0
0|2020-05-16|4330.0|0|156.0|0|0.0|0
