|dates|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedCases.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Kittitas_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|39.0|0|0.0|0|0.0|0
0|2020-05-15|47.0|0|0.0|0|0.0|0
0|2020-05-16|47.0|0|0.0|0|0.0|0
