|dates|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Rockingham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|44.0|0|2.0|0|0.0|0
0|2020-05-15|44.0|0|2.0|0|0.0|0
0|2020-05-16|44.0|0|2.0|0|0.0|0
