|dates|Franklin_Alabama_UnitedStates.JHU_ConfirmedCases.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Franklin_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Franklin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Franklin_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|334.0|0|4.0|0|0.0|0
0|2020-05-18|344.0|0|4.0|0|0.0|0
0|2020-05-19|364.0|0|4.0|0|0.0|0
0|2020-05-20|399.0|0|5.0|0|0.0|0
0|2020-05-21|409.0|0|5.0|0|0.0|0
0|2020-05-22|422.0|0|5.0|0|0.0|0
0|2020-05-23|422.0|0|5.0|0|0.0|0
