|dates|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Issaquena_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8207.0|0|342.0|0|0.0|0
0|2020-05-15|8207.0|0|342.0|0|0.0|0
0|2020-05-16|8207.0|0|342.0|0|0.0|0
