|dates|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|400.0|0|19.0|0|0.0|0
0|2020-05-15|408.0|0|20.0|0|0.0|0
0|2020-05-16|408.0|0|20.0|0|0.0|0
