|dates|Camden_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Camden_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Camden_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Camden_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|5455.0|0|272.0|0|0.0|0
0|2020-05-18|5573.0|0|275.0|0|0.0|0
0|2020-05-19|5644.0|0|279.0|0|0.0|0
0|2020-05-20|5738.0|0|286.0|0|0.0|0
0|2020-05-21|5818.0|0|290.0|0|0.0|0
0|2020-05-22|5923.0|0|299.0|0|0.0|0
0|2020-05-23|5923.0|0|299.0|0|0.0|0
