|dates|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Boone_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|276.0|0|8.0|0|0.0|0
0|2020-05-15|285.0|0|8.0|0|0.0|0
0|2020-05-16|285.0|0|8.0|0|0.0|0
