|dates|DelNorte_California_UnitedStates.JHU_ConfirmedCases.data|DelNorte_California_UnitedStates.JHU_ConfirmedCases.missing|DelNorte_California_UnitedStates.JHU_ConfirmedDeaths.data|DelNorte_California_UnitedStates.JHU_ConfirmedDeaths.missing|DelNorte_California_UnitedStates.JHU_ConfirmedRecoveries.data|DelNorte_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|4.0|0|0.0|0|0.0|0
0|2020-05-15|4.0|0|0.0|0|0.0|0
0|2020-05-16|4.0|0|0.0|0|0.0|0
