|dates|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Henderson_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|325.0|0|46.0|0|0.0|0
0|2020-05-28|325.0|0|46.0|0|0.0|0
0|2020-05-29|325.0|0|46.0|0|0.0|0
0|2020-05-30|325.0|0|46.0|0|0.0|0
