|dates|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|286.0|0|13.0|0|0.0|0
0|2020-05-18|287.0|0|13.0|0|0.0|0
0|2020-05-19|287.0|0|13.0|0|0.0|0
0|2020-05-20|288.0|0|13.0|0|0.0|0
0|2020-05-21|291.0|0|13.0|0|0.0|0
0|2020-05-22|291.0|0|13.0|0|0.0|0
0|2020-05-23|291.0|0|13.0|0|0.0|0
