|dates|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedCases.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedDeaths.missing|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.data|Ocean_NewJersey_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7913.0|0|626.0|0|0.0|0
0|2020-05-18|7994.0|0|633.0|0|0.0|0
0|2020-05-19|8067.0|0|643.0|0|0.0|0
0|2020-05-20|8165.0|0|656.0|0|0.0|0
0|2020-05-21|8214.0|0|661.0|0|0.0|0
0|2020-05-22|8285.0|0|678.0|0|0.0|0
0|2020-05-23|8285.0|0|678.0|0|0.0|0
