|dates|Merced_California_UnitedStates.JHU_ConfirmedCases.data|Merced_California_UnitedStates.JHU_ConfirmedCases.missing|Merced_California_UnitedStates.JHU_ConfirmedDeaths.data|Merced_California_UnitedStates.JHU_ConfirmedDeaths.missing|Merced_California_UnitedStates.JHU_ConfirmedRecoveries.data|Merced_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|200.0|0|6.0|0|0.0|0
0|2020-05-18|216.0|0|6.0|0|0.0|0
0|2020-05-19|222.0|0|6.0|0|0.0|0
0|2020-05-20|226.0|0|6.0|0|0.0|0
0|2020-05-21|234.0|0|6.0|0|0.0|0
0|2020-05-22|251.0|0|6.0|0|0.0|0
0|2020-05-23|251.0|0|6.0|0|0.0|0
