|dates|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Lee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|164.0|0|11.0|0|0.0|0
0|2020-05-18|170.0|0|11.0|0|0.0|0
0|2020-05-19|174.0|0|11.0|0|0.0|0
0|2020-05-20|175.0|0|11.0|0|0.0|0
0|2020-05-21|178.0|0|13.0|0|0.0|0
0|2020-05-22|181.0|0|13.0|0|0.0|0
0|2020-05-23|181.0|0|13.0|0|0.0|0
