|dates|Wayne_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Wayne_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Wayne_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Wayne_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|8.0|0|0.0|0|0.0|0
0|2020-05-28|8.0|0|0.0|0|0.0|0
0|2020-05-29|8.0|0|0.0|0|0.0|0
0|2020-05-30|8.0|0|0.0|0|0.0|0
