|dates|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Oconee_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|41.0|0|0.0|0|0.0|0
0|2020-05-18|41.0|0|0.0|0|0.0|0
0|2020-05-19|41.0|0|0.0|0|0.0|0
0|2020-05-20|41.0|0|0.0|0|0.0|0
0|2020-05-21|41.0|0|0.0|0|0.0|0
0|2020-05-22|42.0|0|0.0|0|0.0|0
0|2020-05-23|42.0|0|0.0|0|0.0|0
