|dates|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Dorchester_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|111.0|0|2.0|0|0.0|0
0|2020-05-18|122.0|0|2.0|0|0.0|0
0|2020-05-19|122.0|0|2.0|0|0.0|0
0|2020-05-20|122.0|0|2.0|0|0.0|0
0|2020-05-21|124.0|0|2.0|0|0.0|0
0|2020-05-22|126.0|0|2.0|0|0.0|0
0|2020-05-23|126.0|0|2.0|0|0.0|0
