|dates|Lane_Oregon_UnitedStates.JHU_ConfirmedCases.data|Lane_Oregon_UnitedStates.JHU_ConfirmedCases.missing|Lane_Oregon_UnitedStates.JHU_ConfirmedDeaths.data|Lane_Oregon_UnitedStates.JHU_ConfirmedDeaths.missing|Lane_Oregon_UnitedStates.JHU_ConfirmedRecoveries.data|Lane_Oregon_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|64.0|0|2.0|0|0.0|0
0|2020-05-18|65.0|0|2.0|0|0.0|0
0|2020-05-19|65.0|0|2.0|0|0.0|0
0|2020-05-20|66.0|0|2.0|0|0.0|0
0|2020-05-21|66.0|0|2.0|0|0.0|0
0|2020-05-22|66.0|0|2.0|0|0.0|0
0|2020-05-23|66.0|0|2.0|0|0.0|0
