|dates|Snohomish_Washington_UnitedStates.JHU_ConfirmedCases.data|Snohomish_Washington_UnitedStates.JHU_ConfirmedCases.missing|Snohomish_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Snohomish_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Snohomish_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Snohomish_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|2895.0|0|135.0|0|0.0|0
0|2020-05-25|2904.0|0|136.0|0|0.0|0
0|2020-05-26|2904.0|0|136.0|0|0.0|0
