|dates|Cook_Georgia_UnitedStates.JHU_ConfirmedCases.data|Cook_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Cook_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|32.0|0|2.0|0|0.0|0
0|2020-05-18|31.0|0|2.0|0|0.0|0
0|2020-05-19|31.0|0|2.0|0|0.0|0
0|2020-05-20|35.0|0|2.0|0|0.0|0
0|2020-05-21|40.0|0|2.0|0|0.0|0
0|2020-05-22|44.0|0|2.0|0|0.0|0
0|2020-05-23|44.0|0|2.0|0|0.0|0
