|dates|Donley_Texas_UnitedStates.JHU_ConfirmedCases.data|Donley_Texas_UnitedStates.JHU_ConfirmedCases.missing|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Donley_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Donley_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|25.0|0|0.0|0|0.0|0
0|2020-05-18|26.0|0|0.0|0|0.0|0
0|2020-05-19|27.0|0|0.0|0|0.0|0
0|2020-05-20|26.0|0|0.0|0|0.0|0
0|2020-05-21|26.0|0|0.0|0|0.0|0
0|2020-05-22|26.0|0|0.0|0|0.0|0
0|2020-05-23|26.0|0|0.0|0|0.0|0
