|dates|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedCases.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Brazoria_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|727.0|0|10.0|0|0.0|0
0|2020-05-18|767.0|0|11.0|0|0.0|0
0|2020-05-19|786.0|0|11.0|0|0.0|0
0|2020-05-20|795.0|0|11.0|0|0.0|0
0|2020-05-21|805.0|0|11.0|0|0.0|0
0|2020-05-22|805.0|0|11.0|0|0.0|0
0|2020-05-23|805.0|0|11.0|0|0.0|0
