|dates|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|237.0|0|16.0|0|0.0|0
0|2020-05-25|239.0|0|16.0|0|0.0|0
0|2020-05-26|239.0|0|16.0|0|0.0|0
