|dates|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedCases.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedDeaths.missing|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.data|SantaBarbara_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1551.0|0|12.0|0|0.0|0
0|2020-05-25|1551.0|0|12.0|0|0.0|0
0|2020-05-26|1551.0|0|12.0|0|0.0|0
