|dates|Columbia_Washington_UnitedStates.JHU_ConfirmedCases.data|Columbia_Washington_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|1.0|0|0.0|0|0.0|0
0|2020-05-25|1.0|0|0.0|0|0.0|0
0|2020-05-26|1.0|0|0.0|0|0.0|0
