|dates|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Oakland_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|8043.0|0|912.0|0|0.0|0
0|2020-05-18|8050.0|0|913.0|0|0.0|0
0|2020-05-19|8078.0|0|928.0|0|0.0|0
0|2020-05-20|8117.0|0|935.0|0|0.0|0
0|2020-05-21|8125.0|0|945.0|0|0.0|0
0|2020-05-22|8131.0|0|944.0|0|0.0|0
0|2020-05-23|8131.0|0|944.0|0|0.0|0
