|dates|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1.0|0|0.0|0|0.0|0
0|2020-05-15|1.0|0|0.0|0|0.0|0
0|2020-05-16|1.0|0|0.0|0|0.0|0
