|dates|Wrangell_Alaska_UnitedStates.JHU_ConfirmedCases.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedCases.missing|Wrangell_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|Wrangell_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|Wrangell_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|0.0|0|0.0|0|0.0|0
0|2020-05-15|0.0|0|0.0|0|0.0|0
0|2020-05-16|0.0|0|0.0|0|0.0|0
