|dates|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.data|Cameron_Texas_UnitedStates.JHU_ConfirmedCases.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Cameron_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Cameron_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|711.0|0|33.0|0|0.0|0
0|2020-05-28|711.0|0|33.0|0|0.0|0
0|2020-05-29|711.0|0|33.0|0|0.0|0
0|2020-05-30|711.0|0|33.0|0|0.0|0
