|dates|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|FondduLac_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|165.0|0|4.0|0|0.0|0
0|2020-05-25|174.0|0|5.0|0|0.0|0
0|2020-05-26|174.0|0|5.0|0|0.0|0
