|dates|Hays_Texas_UnitedStates.JHU_ConfirmedCases.data|Hays_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hays_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hays_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|219.0|0|3.0|0|0.0|0
0|2020-05-18|219.0|0|3.0|0|0.0|0
0|2020-05-19|219.0|0|3.0|0|0.0|0
0|2020-05-20|238.0|0|3.0|0|0.0|0
0|2020-05-21|250.0|0|3.0|0|0.0|0
0|2020-05-22|250.0|0|3.0|0|0.0|0
0|2020-05-23|250.0|0|3.0|0|0.0|0
