|dates|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Lackawanna_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1344.0|0|149.0|0|0.0|0
0|2020-05-18|1363.0|0|125.0|0|0.0|0
0|2020-05-19|1374.0|0|127.0|0|0.0|0
0|2020-05-20|1400.0|0|132.0|0|0.0|0
0|2020-05-21|1432.0|0|137.0|0|0.0|0
0|2020-05-22|1451.0|0|148.0|0|0.0|0
0|2020-05-23|1451.0|0|148.0|0|0.0|0
