|dates|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Moniteau_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|45.0|0|0.0|0|0.0|0
0|2020-05-28|45.0|0|0.0|0|0.0|0
0|2020-05-29|45.0|0|0.0|0|0.0|0
0|2020-05-30|45.0|0|0.0|0|0.0|0
