|dates|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Jasper_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|104.0|0|3.0|0|0.0|0
0|2020-05-15|110.0|0|3.0|0|0.0|0
0|2020-05-16|110.0|0|3.0|0|0.0|0
