|dates|DeWitt_Illinois_UnitedStates.JHU_ConfirmedCases.data|DeWitt_Illinois_UnitedStates.JHU_ConfirmedCases.missing|DeWitt_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|DeWitt_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|DeWitt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|DeWitt_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|4.0|0|0.0|0|0.0|0
0|2020-05-28|4.0|0|0.0|0|0.0|0
0|2020-05-29|4.0|0|0.0|0|0.0|0
0|2020-05-30|4.0|0|0.0|0|0.0|0
