|dates|Austin_Texas_UnitedStates.JHU_ConfirmedCases.data|Austin_Texas_UnitedStates.JHU_ConfirmedCases.missing|Austin_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Austin_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Austin_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Austin_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|24.0|0|0.0|0|0.0|0
0|2020-05-28|24.0|0|0.0|0|0.0|0
0|2020-05-29|24.0|0|0.0|0|0.0|0
0|2020-05-30|24.0|0|0.0|0|0.0|0
