|dates|Marshall_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Marshall_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Marshall_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Marshall_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|9.0|0|0.0|0|0.0|0
0|2020-05-28|9.0|0|0.0|0|0.0|0
0|2020-05-29|9.0|0|0.0|0|0.0|0
0|2020-05-30|9.0|0|0.0|0|0.0|0
