|dates|Pierce_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pierce_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pierce_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pierce_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|69.0|0|4.0|0|0.0|0
0|2020-05-15|69.0|0|4.0|0|0.0|0
0|2020-05-16|69.0|0|4.0|0|0.0|0
