|dates|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Gilmer_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|8.0|0|0.0|0|0.0|0
0|2020-05-15|8.0|0|0.0|0|0.0|0
0|2020-05-16|8.0|0|0.0|0|0.0|0
